frame_no,class_id,class_name,id,x,y,w,h
30,5,bus,0,93.14903,112.83566,22.554047,38.552612
31,2,car,0,76.13612,33.85373,11.531128,14.279213
31,6,train,0,151.46362,88.23007,17.323273,32.45392
31,2,car,0,85.7296,64.250496,15.828461,19.947708
31,2,car,0,104.34154,13.130386,7.6954193,9.424953
31,5,bus,0,161.08769,131.55893,21.609985,44.150146
31,2,car,0,92.490814,115.732315,24.11914,39.410248
31,6,train,0,127.28624,120.63229,32.10675,235.9833
31,6,train,0,77.69823,122.095436,154.43637,235.63737
31,6,train,0,161.36234,131.62828,22.375916,43.43988
32,2,car,1,76.16651,33.8618,11.460876,14.366165
33,2,car,1,104.43885,13.868425,7.375168,8.7943535
34,2,car,1,104.59677,14.060795,7.426697,9.321236
35,2,car,1,104.75169,14.217938,7.3115845,8.95809
35,2,car,2,83.57156,70.29946,15.693665,22.228806
36,2,car,0,104.816574,14.452341,7.4771423,9.062534
36,2,car,0,76.23344,34.179398,11.341141,14.142143
36,5,bus,0,161.4595,134.61574,22.342285,45.827545
36,2,car,0,83.127335,71.429565,16.811523,23.222641
36,6,train,0,151.52881,90.24578,17.14032,33.036438
36,5,bus,0,86.143845,132.96536,26.326294,46.432243
36,2,car,0,95.06706,29.943895,9.992386,11.612255
36,6,train,0,119.77435,123.63885,47.115356,232.7223
36,2,car,0,292.8811,117.4814,18.619629,17.81543
37,2,car,1,292.08032,119.39646,22.630005,18.865952
38,2,car,1,290.8542,120.7995,23.472534,19.004944
38,2,car,2,82.83893,75.06767,19.570068,25.130325
39,2,car,1,288.93518,122.28459,23.39087,19.337463
39,5,bus,2,161.9661,135.91077,23.041504,46.030853
40,5,bus,0,162.16724,136.59264,23.008972,46.849915
40,2,car,0,287.34436,119.045715,24.157349,29.786682
40,2,car,0,76.27821,34.255165,11.677185,14.350615
40,6,train,0,151.31165,91.92422,17.810364,32.6976
40,2,car,0,105.32195,15.776447,7.3911285,10.013069
40,2,car,0,79.38493,81.47989,18.446198,21.876083
40,5,bus,0,80.69127,149.16502,32.149246,52.992676
40,6,train,0,131.02982,120.14158,42.50158,236.26338
40,2,car,0,95.21811,32.795998,9.997437,11.887436
40,7,truck,0,80.1371,149.13379,31.226837,54.084236
40,6,train,0,118.723206,123.11904,46.522034,232.63298
40,25,umbrella,0,310.93826,27.153954,17.814453,11.07872
41,5,bus,1,161.98509,137.26945,23.298431,46.680603
42,2,car,1,285.97583,122.90413,29.490479,29.580505
43,2,car,0,76.31697,34.36168,11.824127,14.556215
43,2,car,0,285.38892,124.631645,31.213867,29.625504
43,5,bus,0,162.18948,138.56448,23.09137,47.375427
43,2,car,0,75.48206,164.0739,36.300323,60.615234
43,6,train,0,151.48032,92.853294,17.47644,33.61612
43,2,car,0,76.6524,89.4911,17.250885,20.875412
43,6,train,0,131.21986,121.186615,41.65738,234.6666
43,5,bus,0,75.467545,164.20348,36.157284,60.459747
43,2,car,0,105.524185,17.614664,7.6217346,8.673622
43,6,train,0,119.79851,125.21691,46.879272,228.05287
44,2,car,0,284.38544,126.17429,33.184692,32.148697
44,2,car,0,76.3188,34.383003,12.076996,14.422874
44,2,car,0,73.49321,169.38739,38.60164,62.87506
44,2,car,0,105.53337,18.192122,7.1248016,8.573559
44,5,bus,0,162.2264,139.20425,23.22525,47.41461
44,6,train,0,133.43074,120.855675,45.61667,235.77373
44,5,bus,0,73.25214,169.27008,38.321045,62.509583
44,2,car,0,76.65631,88.35588,21.406189,28.755035
44,6,train,0,151.4508,93.57559,18.274597,33.15735
44,5,bus,0,76.59013,88.18054,21.520233,29.07898
45,2,car,0,76.16187,34.564598,12.11911,14.311775
45,2,car,0,105.68668,18.443594,7.2700195,9.183559
45,2,car,0,71.508095,174.77242,39.6313,65.18649
45,2,car,0,282.83023,126.48992,32.81726,35.527267
45,5,bus,0,162.2113,139.79015,23.888428,48.169556
45,2,car,0,94.934265,36.962727,10.473755,13.540062
45,6,train,0,135.18144,120.29587,49.113678,236.67389
45,6,train,0,151.50287,93.803635,18.29486,33.932343
45,5,bus,0,71.74816,174.4568,39.491653,65.20834
45,2,car,0,73.66417,97.87802,17.871002,15.2005005
45,25,umbrella,0,310.96204,27.562168,17.773438,11.489632
46,2,car,1,69.2306,180.89337,40.632156,70.40076
47,2,car,1,66.95822,185.56622,43.213684,74.2511
48,2,car,0,76.339325,34.400307,12.011261,14.574648
48,2,car,0,278.8069,130.27924,35.254272,40.764473
48,2,car,0,63.73923,193.66432,44.900322,76.756256
48,2,car,0,106.12991,19.195467,8.042511,10.246685
48,2,car,0,70.191154,106.44495,19.467682,17.077606
48,6,train,0,151.38634,94.37424,18.536652,34.09915
48,6,train,0,135.24454,119.66922,49.579338,235.98499
48,2,car,0,72.12507,98.3853,22.859558,32.261597
48,5,bus,0,162.59792,141.66824,24.19284,48.03057
48,2,car,0,94.66797,39.139458,10.8958435,14.100754
48,5,bus,0,94.10484,24.138842,14.751373,44.07015
49,2,car,0,76.35492,34.474503,12.174194,14.593016
49,2,car,0,61.10769,200.30241,46.428482,77.69278
49,2,car,0,106.152374,19.67713,8.063568,10.200043
49,2,car,0,68.52327,108.67206,19.630127,17.508972
49,6,train,0,76.59564,120.22719,153.19128,238.78189
49,2,car,0,276.96265,132.47038,35.732666,40.68698
49,6,train,0,135.29604,119.3732,49.920807,236.04477
49,6,train,0,151.50107,94.54619,18.393982,34.21704
49,5,bus,0,162.80078,141.94861,23.606415,48.308044
49,2,car,0,70.10281,100.93594,23.290253,32.79303
49,2,car,0,94.817245,40.441177,11.368439,13.595245
50,2,car,1,269.8645,143.5662,24.266907,23.491821
51,2,car,0,67.68378,107.63759,26.337341,36.02887
51,2,car,0,76.32632,34.517864,11.528931,14.452217
51,2,car,0,56.445328,206.16142,47.708984,67.48343
51,6,train,0,77.63378,120.81338,155.26756,237.06422
51,2,car,0,268.22314,146.00467,26.380127,24.703308
51,6,train,0,151.8092,95.185936,17.949707,34.261826
51,2,car,0,106.2245,20.807474,8.466248,9.84251
51,2,car,0,273.4096,136.94597,36.198853,42.784058
51,6,train,0,134.36461,119.004364,51.76651,237.69012
51,5,bus,0,163.03893,143.48587,24.228516,49.230705
51,2,car,0,65.22856,116.20587,20.83588,18.578217
52,2,car,1,271.541,138.79343,36.155823,43.690002
53,2,car,1,269.8628,140.96683,36.585327,45.04596
54,2,car,0,268.41504,143.2933,37.21637,45.363007
54,6,train,0,74.97006,121.13358,148.44452,236.52904
54,2,car,0,76.393845,34.610374,11.384186,14.383179
54,5,bus,0,163.11243,145.59198,24.577942,49.48871
54,2,car,0,59.42373,128.0128,22.781525,20.579163
54,6,train,0,152.0907,96.20738,17.694214,34.311935
54,2,car,0,62.916695,117.91788,29.642548,40.664886
54,2,car,0,93.71357,45.90989,12.632217,14.04306
54,7,truck,0,62.85824,117.84761,29.078568,40.47885
54,6,train,0,134.38643,118.92464,48.401672,237.35666
54,2,car,0,51.06351,215.7262,44.247826,48.15045
55,2,car,1,266.71213,145.64937,36.876465,45.654724
56,2,car,1,264.9464,148.0914,37.773193,46.725647
57,2,car,1,263.29675,150.54259,37.566223,48.369507
58,2,car,1,261.1792,153.43011,37.354614,49.982788
59,2,car,1,260.0288,156.19324,38.18689,50.36621
60,2,car,1,257.9174,158.8864,39.09784,51.82901
61,2,car,1,256.2569,161.66296,39.10321,52.785065
61,2,car,2,46.463604,149.20914,39.133095,53.552338
62,2,car,1,254.60913,164.62106,40.006042,54.77649
62,2,car,2,43.08594,155.18219,41.35167,56.26178
63,2,car,1,253.10764,167.99908,39.930847,56.180115
63,2,car,2,39.6631,160.76045,43.392014,58.634613
64,2,car,1,251.22946,170.86423,40.526,57.731934
64,2,car,2,36.076046,166.89009,45.707603,60.421844
65,2,car,1,32.215202,172.89963,47.64023,63.22174
65,2,car,2,249.58777,173.97934,40.477905,59.446136
66,2,car,1,247.81296,178.08548,41.059875,60.975708
67,2,car,1,246.12198,181.47469,41.23163,63.486603
68,2,car,1,244.35791,184.77026,41.874268,65.854065
68,6,train,2,72.10806,122.50621,144.21613,233.52698
69,2,car,1,242.4281,189.70016,42.100952,65.09241
70,2,car,1,240.36563,194.06789,43.31781,67.13312
70,2,car,2,107.59331,30.219471,8.729965,11.032158
71,2,car,1,238.7691,197.81854,43.209106,69.73346
72,2,car,1,237.36221,202.09888,43.785217,71.29846
73,2,car,0,235.7471,204.53339,44.020752,69.94501
73,2,car,0,107.62564,31.89059,8.905548,12.300598
73,2,car,0,76.53763,35.586075,12.108337,14.266985
73,2,car,0,88.206726,70.34525,15.427338,19.791122
73,6,train,0,72.306656,123.99722,144.2109,231.89984
73,5,bus,0,164.34976,162.1262,24.78186,56.117126
73,2,car,0,153.35603,104.653656,17.298584,32.169098
74,2,car,0,107.59372,32.445076,9.159149,12.120422
74,2,car,0,76.50372,35.606956,12.211914,14.2598095
74,2,car,0,233.44676,206.4263,44.77188,67.1474
74,2,car,0,87.69464,72.0899,16.06482,19.856888
74,6,train,0,72.794205,125.84459,143.9542,228.05606
74,5,bus,0,164.84294,162.71797,24.808777,56.674408
74,2,car,0,153.43787,105.35364,17.276428,30.95784
75,2,car,0,107.76901,33.30552,8.924133,11.587751
75,2,car,0,76.53818,35.586422,12.2387085,14.312096
75,2,car,0,86.74666,73.80167,16.896606,20.71878
75,2,car,0,153.45804,109.19954,17.567413,25.588379
75,6,train,0,75.75855,123.8253,149.73317,232.18936
75,5,bus,0,164.9494,164.31013,25.877197,56.907806
75,2,car,0,231.57991,208.34001,45.299774,63.21756
75,5,bus,0,231.85684,208.35568,44.82303,63.288635
76,2,car,1,107.667984,33.833233,9.214081,12.547981
77,2,car,0,85.81102,78.35344,16.638962,20.427002
77,6,train,0,73.551704,123.50494,146.05086,232.89888
77,2,car,0,107.77859,34.56118,9.214127,12.638975
77,2,car,0,76.56245,35.9692,12.011719,13.869566
77,2,car,0,165.00162,167.12921,25.724731,58.15564
77,2,car,0,229.58804,212.23846,43.981598,55.29193
77,6,train,0,198.00613,121.301575,206.52704,236.1709
77,67,cell phone,0,229.43005,212.17468,44.10553,55.46924
77,6,train,0,134.82433,119.942474,54.44046,237.82657
77,6,train,0,153.43597,105.6223,16.592712,34.20932
78,2,car,1,85.04234,79.672424,18.098755,21.899231
79,6,train,0,77.046165,122.02555,152.942,235.81181
79,2,car,0,84.66754,81.71448,19.00534,23.620026
79,2,car,0,76.47166,36.088013,12.199371,14.107147
79,6,train,0,202.78737,121.02293,202.89035,237.08577
79,2,car,0,107.88053,35.807514,9.277298,12.699127
79,5,bus,0,84.54794,81.73068,18.895355,23.677826
79,67,cell phone,0,227.9758,216.67679,40.27417,46.313538
79,6,train,0,133.96774,120.10541,57.965813,237.80453
80,2,car,0,83.81712,83.2581,19.305023,23.635498
80,6,train,0,76.85483,122.07224,152.85297,235.648
80,2,car,0,107.83525,36.370296,9.238892,13.0447235
80,2,car,0,76.4763,36.088104,12.167114,14.102188
80,6,train,0,200.11046,121.21646,205.52243,236.18573
80,2,car,0,165.64153,171.49213,25.356506,61.289917
80,2,car,0,153.58865,109.67778,17.461853,28.258148
81,2,car,1,82.819595,86.02864,18.864075,23.988281
82,6,train,0,69.647415,123.79506,139.14304,232.16095
82,2,car,0,108.0562,37.96697,9.723419,13.359444
82,2,car,0,76.50447,36.27204,12.304443,14.06447
82,2,car,0,82.37013,88.43375,19.347351,24.61618
82,6,train,0,134.99406,120.658554,54.109406,237.35114
82,5,bus,0,165.94846,173.31519,26.168152,62.69171
82,6,train,0,201.3413,121.22801,202.79593,235.66928
82,67,cell phone,0,226.22165,224.2862,36.879333,31.20816
83,2,car,0,107.975044,38.629997,9.430908,13.450346
83,6,train,0,78.432846,122.17957,155.64102,235.41673
83,2,car,0,76.5056,36.229317,11.82074,14.019165
83,5,bus,0,81.04344,90.28614,20.498291,26.35971
83,6,train,0,201.84705,121.190384,201.05127,235.74182
83,2,car,0,80.59589,90.605896,20.375305,26.24408
83,6,train,0,136.39386,121.02903,57.07734,237.83366
84,2,car,0,108.13562,39.2184,9.669922,13.302261
84,6,train,0,70.855896,123.013535,141.58093,233.44073
84,2,car,0,76.49255,36.208622,11.891052,13.930328
84,5,bus,0,80.244934,92.80415,21.676117,26.783875
84,6,train,0,204.98277,120.99288,197.3649,237.45872
84,6,train,0,136.0963,120.5704,57.320435,238.8592
84,2,car,0,103.93051,15.049712,8.691345,9.96641
85,2,car,0,76.476944,36.41613,11.57251,13.9828415
85,5,bus,0,79.208954,95.41945,21.315765,27.717438
85,5,bus,0,166.52432,176.02727,26.783875,69.40201
85,6,train,0,135.60794,120.77592,56.620117,238.44817
85,2,car,0,108.18581,39.740803,10.05423,13.570045
85,6,train,0,70.68642,124.829575,140.22995,229.69424
85,6,train,0,202.02081,121.15784,198.61243,235.1969
85,2,car,0,104.04985,15.331543,8.064865,9.860447
85,2,car,0,78.81101,95.466675,21.36911,27.455597
86,2,car,0,76.47795,36.422493,11.577408,13.977051
86,6,train,0,137.67862,120.625145,60.169853,238.74971
86,6,train,0,72.48326,125.40885,143.60086,228.39543
86,2,car,0,76.209236,98.53381,20.032791,26.82306
86,5,bus,0,77.0372,97.58916,21.365845,28.187592
86,2,car,0,108.09704,40.50019,9.81192,13.635284
86,6,train,0,202.45361,121.16632,198.66046,234.75552
86,5,bus,0,166.24106,176.88168,26.459534,70.88159
87,2,car,0,76.45676,36.428127,11.6171875,13.963066
87,2,car,0,108.27129,41.406857,10.070129,13.276649
87,6,train,0,135.47314,120.84096,56.480957,238.03683
87,2,car,0,104.10485,16.591812,7.938431,9.686927
87,5,bus,0,76.2982,100.593796,21.416687,28.981567
87,5,bus,0,153.93925,109.399414,17.790283,35.179123
87,2,car,0,153.85895,109.33449,17.634521,35.55719
87,5,bus,0,166.55075,179.58328,27.632996,69.60901
87,6,train,0,200.41821,120.988434,204.1466,235.00269
87,7,truck,0,75.28169,100.99873,20.112488,28.458588
88,2,car,0,76.49544,36.356956,11.522308,14.06794
88,2,car,0,108.01262,41.956795,10.470581,14.136253
88,5,bus,0,74.09435,103.79115,22.281097,29.940063
88,6,train,0,136.02405,120.676704,59.835823,237.8733
88,6,train,0,198.7946,120.68617,208.14822,234.5911
88,2,car,0,153.84193,113.06432,18.233124,29.503922
88,5,bus,0,166.41959,179.98595,26.854492,72.871185
89,2,car,0,76.504295,36.39731,11.492569,14.073107
89,5,bus,0,73.63509,106.74611,24.741898,32.033936
89,6,train,0,135.93759,120.776535,58.746338,237.83469
89,6,train,0,67.11404,132.19238,133.90077,215.17114
89,6,train,0,201.00056,120.772736,202.9913,235.40222
89,2,car,0,108.24437,42.55047,10.458817,14.268768
90,2,car,0,76.5108,36.29882,11.507919,14.448896
90,6,train,0,199.50337,121.22526,203.9896,235.90141
90,6,train,0,66.41266,135.73723,131.82703,208.40408
90,5,bus,0,72.20882,110.05469,25.124557,33.21347
90,6,train,0,135.74493,120.068375,57.789825,237.37534
91,2,car,1,70.61874,113.762,26.520004,33.498276
92,2,car,0,69.05176,116.62915,27.666782,35.874146
92,2,car,0,76.564255,36.462463,11.398468,14.218977
92,6,train,0,202.66713,120.92983,197.83951,235.10115
92,6,train,0,67.36487,143.42368,134.72974,192.37589
92,2,car,0,107.7726,45.010582,11.55188,14.786163
92,2,car,0,154.28491,115.11283,17.797852,30.432938
92,6,train,0,135.63062,120.076096,57.563835,237.67868
92,5,bus,0,154.27838,112.10928,17.543152,36.870453
93,2,car,0,107.59616,45.70652,11.624176,15.631592
93,2,car,0,154.22375,116.17166,17.622375,29.999878
93,2,car,0,76.55174,36.55643,11.470978,14.445854
93,6,train,0,200.67857,120.8706,201.70639,235.61116
93,6,train,0,135.84532,120.27634,59.37805,237.7933
93,5,bus,0,167.48492,190.71066,28.231018,74.60626
93,5,bus,0,154.1676,113.25861,17.28949,36.619125
93,2,car,0,66.476265,120.885475,27.214996,36.976273
94,2,car,0,154.36188,116.16969,18.017334,30.991486
94,2,car,0,76.56621,36.552773,11.475311,14.441011
94,6,train,0,197.52187,121.144165,208.20834,235.78613
94,2,car,0,65.64923,124.20828,28.894073,37.94226
94,5,bus,0,65.73717,124.11696,29.326187,38.160797
94,5,bus,0,154.39844,113.48536,17.697449,37.077774
95,2,car,0,76.573975,36.539696,11.487366,14.412491
95,5,bus,0,154.55022,113.88912,17.841187,37.112595
95,6,train,0,202.97238,121.389694,196.04346,235.92789
95,5,bus,0,63.832363,128.53362,29.973946,39.53476
95,2,car,0,154.50339,116.34753,18.165405,31.75319
95,6,train,0,135.41882,120.420044,54.88788,238.18475
95,2,car,0,108.02919,47.296577,11.1604,15.887344
96,2,car,0,61.781723,132.29709,32.466156,40.96882
96,6,train,0,202.18408,121.37112,198.75244,235.9676
96,2,car,0,76.59955,36.500984,11.428253,14.398375
96,5,bus,0,154.46167,114.52391,17.9281,37.42447
96,6,train,0,135.51627,120.25914,56.584602,237.91116
96,2,car,0,108.06243,48.271698,11.296097,15.85717
96,2,car,0,154.37964,116.572075,18.208313,32.149765
97,2,car,0,60.06147,137.12953,33.499557,42.940582
97,6,train,0,195.51044,121.73151,212.82153,235.9076
97,2,car,0,76.58926,36.564934,11.463394,14.455675
97,5,bus,0,154.80896,114.99266,18.148743,37.754974
97,6,train,0,135.9385,120.60654,56.188545,238.09998
97,2,car,0,108.108894,49.104073,11.20108,16.432266
98,2,car,1,57.31842,141.53226,34.788788,44.763794
99,2,car,1,54.52644,146.51971,37.256294,47.567932
100,2,car,0,51.597645,151.0997,38.612556,49.296867
100,6,train,0,66.82297,146.60498,132.67563,185.68124
100,2,car,0,76.655945,36.6176,11.3780365,14.554518
100,6,train,0,209.91194,120.97377,203.43619,236.75128
100,2,car,0,154.73822,121.031105,18.190186,29.727097
100,6,train,0,99.058426,120.589676,139.00238,238.4104
101,2,car,1,49.028748,157.3635,40.038788,51.336487
102,2,car,1,45.957092,163.12524,41.77133,54.543762
103,2,car,0,42.68248,169.03375,43.771973,56.467773
103,6,train,0,93.80358,120.09125,150.90541,238.84576
103,6,train,0,209.13094,120.64967,203.2178,237.13571
103,2,car,0,76.64761,36.667736,11.40683,14.578697
103,6,train,0,75.9524,146.1531,113.31819,185.78046
103,6,train,0,154.8406,118.52083,18.143982,39.002686
103,6,train,0,138.16252,120.06831,59.026154,237.25269
103,2,car,0,107.61428,54.82635,11.0980835,16.722786
103,5,bus,0,155.08548,118.38014,18.490173,39.43402
104,2,car,0,39.042557,175.09747,45.63542,59.442383
104,6,train,0,89.53311,120.24017,159.32504,238.9006
104,6,train,0,209.11517,120.78378,202.63446,237.43527
104,2,car,0,76.65935,36.659447,11.3992,14.578232
104,5,bus,0,155.08472,119.26131,18.336548,40.009064
105,2,car,1,35.365284,182.5646,47.421837,62.73242
106,2,car,1,30.827202,189.19513,49.53164,66.39783
107,2,car,1,27.055794,197.41974,52.511734,70.25824
108,6,train,0,85.66527,121.0214,169.12317,237.17729
108,6,train,0,208.01665,120.58728,203.40482,237.00293
108,2,car,0,25.120182,203.96347,50.013893,71.112
108,2,car,0,107.72654,60.265656,11.831314,17.717224
108,2,car,0,76.75319,36.8207,10.8967285,14.593412
108,5,bus,0,155.41183,122.13587,18.840454,40.13997
108,2,car,0,155.39632,122.01442,18.859863,40.13095
109,6,train,0,88.677795,121.15664,174.95844,236.90498
109,6,train,0,203.83188,120.67112,198.12262,236.54863
109,2,car,0,107.56116,61.286545,11.494598,18.048737
109,2,car,0,76.511505,36.76482,11.85495,14.302353
109,5,bus,0,155.56998,122.868355,19.030792,40.299393
109,2,car,0,23.22365,207.6135,46.27376,64.70419
110,2,car,1,107.475914,62.465416,11.936371,18.76915
111,2,car,1,107.60982,63.771645,12.482727,18.234344
112,2,car,1,107.23564,65.25524,12.448151,18.87645
113,2,car,1,107.0506,66.66141,12.989914,19.222794
114,2,car,0,106.87161,67.73891,12.833801,19.850037
114,2,car,0,76.288216,37.286034,12.583511,13.828569
114,6,train,0,91.9493,121.5054,176.56502,236.39691
114,5,bus,0,155.82733,128.17627,20.184387,41.530945
114,2,car,0,155.7959,133.32568,20.11908,29.979118
114,6,train,0,206.32375,122.35005,208.48831,234.48434
115,2,car,0,76.39334,37.25445,12.4002075,13.708183
115,2,car,0,106.52545,69.02261,12.923065,19.787827
115,2,car,0,155.96143,129.00624,20.551178,42.749878
115,6,train,0,203.60779,122.2091,213.05518,235.5818
115,6,train,0,142.30066,123.01358,73.402405,231.9483
115,6,train,0,93.78723,121.719536,180.39825,235.84639
116,2,car,0,106.36378,70.51617,13.243607,20.331528
116,2,car,0,76.46985,37.294395,12.364563,13.87291
116,6,train,0,190.58331,123.169586,223.95319,233.2985
116,6,train,0,142.4448,124.313866,73.43684,230.04222
116,2,car,0,156.16156,129.79419,20.441101,42.973885
116,2,car,0,115.92401,11.682438,7.009674,6.978798
117,2,car,0,76.445595,37.4301,12.422302,13.826599
117,2,car,0,105.95202,71.94998,13.254471,20.388977
117,2,car,0,156.23843,130.98633,20.839966,43.056183
117,2,car,0,116.13553,11.798807,6.9522095,6.9197807
117,6,train,0,206.04297,123.16906,204.1018,233.66188
117,2,car,0,93.14134,10.869972,9.1098175,8.02002
117,6,train,0,142.02939,124.65379,70.76944,228.71136
117,2,car,0,104.63028,20.570171,8.689606,11.02221
117,2,car,0,104.86301,13.943417,6.910095,4.7292557
118,2,car,0,76.45892,37.413963,12.721222,13.878828
118,2,car,0,156.33179,131.93253,20.684662,43.50988
118,6,train,0,206.83786,123.023895,204.28632,233.95221
